"id","age55","year","hsat","female","yearsed1","empstat"
75601,4,1995,8,1,10,1
75601,5,1996,8,1,10,1
76301,0,1988,5,0,18,1
76301,1,1989,3,0,18,1
76301,2,1990,3,0,18,1
76301,3,1991,4,0,18,1
76301,4,1992,2,0,18,1
76301,5,1993,4,0,18,1
77101,0,1985,8,0,11,1
77101,1,1986,8,0,11,1
77101,2,1987,8,0,11,1
77101,3,1988,7,0,11,1
77101,4,1989,7,0,11,1
77101,5,1990,8,0,11,3
77601,0,1998,6,0,18,1
77601,1,1999,3,0,18,1
77601,2,2000,3,0,18,1
77601,3,2001,5,0,18,1
77601,4,2002,8,0,18,1
77601,5,2003,9,0,18,1
77801,0,1999,7,0,11.5,1
77801,1,2000,8,0,11.5,1
77801,2,2001,8,0,11.5,1
77801,3,2002,8,0,11.5,2
77801,4,2003,9,0,11.5,1
77801,5,2004,8,0,11.5,2
78002,0,2002,6,1,11,3
78002,1,2003,3,1,11,3
78002,2,2004,3,1,11,3
78002,3,2005,5,1,11,3
78002,4,2006,5,1,11,3
78101,0,2004,7,0,15,1
78101,1,2005,8,0,15,2
78101,2,2006,8,0,15,1
78201,0,2005,8,0,18,1
78201,1,2006,5,0,18,1
78301,0,1995,4,0,15,1
78301,1,1996,4,0,15,1
78301,2,1997,3,0,15,1
78301,3,1998,6,0,15,1
78301,4,1999,6,0,15,1
78301,5,2000,7,0,15,1
78901,0,1998,9,0,12,1
78901,1,1999,9,0,12,1
78901,2,2000,9,0,12,1
78901,3,2001,10,0,12,1
78901,4,2002,9,0,12,1
78901,5,2003,9,0,12,1
78903,0,2003,5,1,11.5,2
78903,1,2004,4,1,11.5,2
78903,2,2005,7,1,11.5,2
78903,3,2006,7,1,11.5,2
79201,0,1991,9,0,18,1
79201,1,1992,8,0,18,1
79201,2,1993,5,0,18,1
79201,3,1994,5,0,18,1
79201,4,1995,6,0,18,1
79201,5,1996,5,0,18,1
79301,0,1987,7,1,10,1
79301,1,1988,5,1,10,1
79301,2,1989,5,1,10,1
79301,3,1990,3,1,10,1
79301,4,1991,3,1,10,2
79301,5,1992,6,1,10,3
79401,0,2002,8,0,18,1
79401,1,2003,7,0,18,1
79401,2,2004,6,0,18,1
79401,3,2005,7,0,18,1
79401,4,2006,5,0,18,1
79601,0,2004,6,0,10.5,1
79601,1,2005,7,0,10.5,1
79601,2,2006,7,0,10.5,1
79901,0,2004,5,0,10.5,1
79901,1,2005,5,0,10.5,1
79901,2,2006,5,0,10.5,1
79903,0,1995,0,1,9,3
79903,1,1996,0,1,9,3
79903,2,1997,1,1,9,3
79903,3,1998,0,1,9,3
79903,4,1999,0,1,9,3
79903,5,2000,0,1,9,3
79911,0,2004,10,1,10.5,2
79911,1,2005,10,1,10.5,2
79911,2,2006,10,1,10.5,1
80101,0,1993,9,0,12,1
80101,1,1994,8,0,12,1
80101,2,1995,9,0,12,1
80101,3,1996,7,0,12,1
80101,4,1997,7,0,12,1
80205,0,2002,8,0,10.5,1
80205,1,2003,7,0,10.5,1
80205,2,2004,4,0,10.5,1
80205,3,2005,6,0,10.5,1
80205,4,2006,2,0,10.5,1
80301,0,1993,5,1,12,1
80301,1,1994,6,1,12,1
80301,2,1995,7,1,12,1
80301,3,1996,7,1,12,1
80301,4,1997,8,1,12,1
80301,5,1998,8,1,12,1
80401,0,1996,8,0,11.5,1
80401,1,1997,8,0,11.5,2
80401,2,1998,7,0,11.5,2
80401,3,1999,8,0,11.5,2
80401,4,2000,8,0,11.5,2
80401,5,2001,8,0,11.5,3
81301,0,2000,4,1,9,3
81301,1,2001,5,1,9,3
81301,2,2002,5,1,9,3
81301,3,2003,5,1,9,2
81301,4,2004,4,1,9,2
81301,5,2005,7,1,9,2
81601,0,1986,5,0,10.5,1
81601,1,1987,5,0,10.5,2
81601,2,1988,5,0,10.5,3
81601,3,1989,5,0,10.5,3
81601,4,1990,10,0,10.5,3
81601,5,1991,5,0,10.5,3
82301,0,1984,5,0,9,1
82301,1,1985,6,0,9,1
82301,2,1986,7,0,9,1
82301,3,1987,6,0,9,1
82401,0,1989,8,0,14,1
82401,1,1990,8,0,14,1
82401,2,1991,9,0,14,1
82401,3,1992,9,0,14,1
82401,4,1993,9,0,14,1
82901,0,1999,3,0,10.5,1
82901,1,2000,2,0,10.5,1
82901,2,2001,4,0,10.5,1
82901,3,2002,5,0,10.5,1
82901,4,2003,3,0,10.5,1
82901,5,2004,3,0,10.5,1
83001,0,1992,10,0,10.5,1
83001,1,1993,5,0,10.5,1
83001,2,1994,8,0,10.5,1
83001,3,1995,6,0,10.5,1
83001,4,1996,10,0,10.5,1
83001,5,1997,1,0,10.5,1
83002,0,1997,8,1,9,1
83002,1,1998,8,1,9,1
83002,2,1999,5,1,9,2
83002,3,2000,7,1,9,1
83002,4,2001,3,1,9,1
83002,5,2002,5,1,9,1
83801,0,1986,3,0,9,3
83801,1,1987,5,0,9,3
83801,2,1988,4,0,9,3
83801,3,1989,4,0,9,3
83801,4,1990,4,0,9,3
83801,5,1991,8,0,9,3
83902,0,1988,5,1,9,2
83902,1,1989,7,1,9,1
83902,2,1990,10,1,9,1
83902,3,1991,5,1,9,1
83902,4,1992,5,1,9,1
83902,5,1993,6,1,9,1
84801,0,1995,2,0,18,1
84801,1,1996,3,0,18,2
84801,2,1997,2,0,18,1
84801,3,1998,6,0,18,1
84801,4,1999,3,0,18,1
84801,5,2000,7,0,18,2
84802,0,1998,8,1,10.5,2
84802,1,1999,7,1,10.5,2
84802,2,2000,6,1,10.5,2
84802,3,2001,7,1,10.5,2
84802,4,2002,6,1,10.5,2
84802,5,2003,7,1,10.5,2
85201,0,1994,5,0,11,1
85201,1,1995,2,0,11,1
85201,2,1996,1,0,11,2
85201,3,1997,2,0,11,3
85201,4,1998,3,0,11,3
85201,5,1999,3,0,11,3
85601,0,2000,3,0,11,1
85601,1,2001,5,0,11,1
85601,2,2002,2,0,11,2
85601,3,2003,2,0,11,2
85601,4,2004,7,0,11,2
85601,5,2005,3,0,11,2
86701,0,1991,6,0,11,1
86701,1,1992,5,0,11,1
86701,2,1993,4,0,11,1
86701,3,1994,4,0,11,1
86701,4,1995,4,0,11,1
86701,5,1996,4,0,11,1
86801,0,1993,5,0,10.5,1
86801,1,1994,8,0,10.5,1
86801,2,1995,8,0,10.5,1
86801,3,1996,6,0,10.5,1
86801,4,1997,4,0,10.5,1
86801,5,1998,8,0,10.5,2
87101,0,1984,4,0,10.5,2
87101,1,1985,5,0,10.5,1
87101,2,1986,6,0,10.5,1
87101,3,1987,8,0,10.5,1
87101,4,1988,3,0,10.5,1
87101,5,1989,2,0,10.5,2
87401,0,1984,5,0,10.5,3
87401,1,1985,5,0,10.5,3
87401,2,1986,5,0,10.5,3
87401,3,1987,5,0,10.5,3
87401,4,1988,2,0,10.5,3
87401,5,1989,5,0,10.5,3
88301,0,1992,8,0,14,1
88301,1,1993,8,0,14,1
88301,3,1995,8,0,14,1
88301,4,1996,9,0,14,2
88301,5,1997,8,0,14,3
88801,0,1987,8,0,11.5,2
88801,1,1988,10,0,11.5,3
88801,2,1989,8,0,11.5,3
88801,3,1990,8,0,11.5,3
88801,4,1991,10,0,11.5,3
88801,5,1992,9,0,11.5,3
89101,0,1995,5,0,10.5,1
89101,1,1996,7,0,10.5,1
89101,2,1997,4,0,10.5,2
89101,3,1998,7,0,10.5,3
89101,4,1999,8,0,10.5,3
89101,5,2000,6,0,10.5,3
89401,0,2001,9,0,10.5,1
89401,1,2002,2,0,10.5,1
89401,2,2003,2,0,10.5,1
89401,4,2005,3,0,10.5,3
89401,5,2006,2,0,10.5,3
89402,0,2003,7,1,11,2
89402,1,2004,8,1,11,1
89402,2,2005,10,1,11,1
89402,3,2006,10,1,11,1
89601,0,1997,8,0,18,1
89601,1,1998,8,0,18,1
89601,2,1999,8,0,18,1
89601,3,2000,8,0,18,1
89601,4,2001,8,0,18,1
89601,5,2002,8,0,18,1
89701,0,1999,9,0,18,1
89701,1,2000,9,0,18,1
89701,2,2001,9,0,18,1
89701,3,2002,9,0,18,1
89701,4,2003,9,0,18,1
89701,5,2004,9,0,18,1
89801,0,1987,1,0,10.5,3
89801,1,1988,1,0,10.5,3
89801,2,1989,2,0,10.5,3
89801,3,1990,5,0,10.5,3
89801,4,1991,2,0,10.5,3
89801,5,1992,4,0,10.5,2
90001,0,1993,8,0,10.5,1
90001,1,1994,7,0,10.5,1
90001,2,1995,7,0,10.5,1
90001,3,1996,8,0,10.5,1
90001,4,1997,7,0,10.5,1
90001,5,1998,7,0,10.5,3
90101,0,1993,9,0,15,1
90101,1,1994,9,0,15,1
90101,2,1995,9,0,15,1
90101,3,1996,9,0,15,1
90602,0,1993,5,1,9,2
90602,1,1994,7,1,9,2
90602,2,1995,8,1,9,2
90602,3,1996,7,1,9,2
90602,4,1997,7,1,9,2
90602,5,1998,7,1,9,2
91501,0,1995,8,0,18,1
91501,1,1996,7,0,18,1
91501,2,1997,9,0,18,1
91501,3,1998,7,0,18,1
91501,4,1999,7,0,18,1
91501,5,2000,7,0,18,1
92101,0,1996,9,0,11,1
92101,1,1997,8,0,11,1
92101,2,1998,9,0,11,1
92101,3,1999,8,0,11,1
92101,4,2000,9,0,11,1
92101,5,2001,9,0,11,1
93801,0,1998,5,0,11,1
93801,1,1999,4,0,11,1
93801,2,2000,7,0,11,1
93801,3,2001,5,0,11,1
93801,4,2002,3,0,11,1
93801,5,2003,7,0,11,2
93901,0,1995,5,0,11,2
93901,1,1996,8,0,11,3
93901,2,1997,7,0,11,3
93901,3,1998,9,0,11,3
93901,4,1999,10,0,11,3
93901,5,2000,10,0,11,3
94701,0,1995,7,0,12,1
94701,1,1996,6,0,12,1
94701,2,1997,4,0,12,1
94701,3,1998,6,0,12,1
94701,4,1999,5,0,12,1
94701,5,2000,7,0,12,1
94901,0,2001,9,0,11.5,1
94901,1,2002,8,0,11.5,1
95001,0,1992,6,0,10.5,1
95001,1,1993,6,0,10.5,1
95001,2,1994,6,0,10.5,1
95001,3,1995,9,0,10.5,2
95001,4,1996,7,0,10.5,3
95001,5,1997,5,0,10.5,3
96001,0,1990,8,0,11.5,1
96001,1,1991,8,0,11.5,1
96001,2,1992,8,0,11.5,1
96001,3,1993,9,0,11.5,1
96001,4,1994,9,0,11.5,1
96001,5,1995,9,0,11.5,1
96301,0,1990,8,0,9,1
96301,1,1991,9,0,9,1
96301,2,1992,8,0,9,1
96301,3,1993,9,0,9,2
96301,4,1994,9,0,9,1
96301,5,1995,8,0,9,1
96501,0,1991,6,0,9,1
96501,1,1992,7,0,9,1
96501,2,1993,7,0,9,1
96501,3,1994,3,0,9,1
96801,0,1989,5,0,10.5,1
96801,1,1990,5,0,10.5,1
96801,2,1991,5,0,10.5,1
96801,3,1992,5,0,10.5,1
97201,0,1994,7,0,18,1
97201,1,1995,8,0,18,1
97201,2,1996,9,0,18,1
97201,3,1997,9,0,18,1
97201,4,1998,8,0,18,1
97201,5,1999,9,0,18,1
97901,0,1995,1,0,10.5,3
97901,1,1996,1,0,10.5,3
97901,2,1997,5,0,10.5,3
97901,3,1998,7,0,10.5,3
97901,4,1999,4,0,10.5,3
97901,5,2000,6,0,10.5,3
98101,0,1999,8,0,18,1
98101,1,2000,8,0,18,3
98101,2,2001,8,0,18,3
98101,3,2002,8,0,18,3
98101,4,2003,8,0,18,3
98101,5,2004,7,0,18,3
98301,0,1986,8,0,11.5,1
98301,1,1987,8,0,11.5,1
98301,2,1988,5,0,11.5,1
98301,3,1989,9,0,11.5,1
98301,4,1990,9,0,11.5,1
98301,5,1991,8,0,11.5,1
98801,0,1985,7,0,9,3
98801,1,1986,8,0,9,2
98801,2,1987,8,0,9,2
98801,3,1988,10,0,9,2
98801,4,1989,9,0,9,2
98801,5,1990,10,0,9,3
99501,0,1993,6,0,11,3
99501,1,1994,0,0,11,3
99501,2,1995,2,0,11,3
99501,3,1996,3,0,11,3
99501,4,1997,4,0,11,3
99501,5,1998,3,0,11,3
99601,0,1989,8,0,9,2
99601,1,1990,10,0,9,2
99601,2,1991,7,0,9,1
99601,3,1992,8,0,9,1
99601,4,1993,10,0,9,1
99601,5,1994,10,0,9,3
99801,0,1992,6,0,10.5,1
99801,1,1993,6,0,10.5,1
99801,2,1994,0,0,10.5,1
99801,3,1995,3,0,10.5,1
99801,4,1996,6,0,10.5,1
99801,5,1997,2,0,10.5,1
100001,0,1991,10,0,11.5,1
100001,1,1992,10,0,11.5,1
100001,2,1993,10,0,11.5,1
100001,3,1994,10,0,11.5,1
100001,4,1995,10,0,11.5,1
100001,5,1996,10,0,11.5,1
100901,0,1990,5,0,10.5,1
100901,1,1991,5,0,10.5,1
100901,2,1992,5,0,10.5,1
100901,3,1993,5,0,10.5,1
100901,4,1994,2,0,10.5,1
100901,5,1995,5,0,10.5,2
101401,0,1995,5,0,10.5,1
101401,1,1996,5,0,10.5,1
101401,2,1997,6,0,10.5,1
101401,3,1998,4,0,10.5,1
101401,4,1999,6,0,10.5,1
101401,5,2000,5,0,10.5,1
102602,0,2005,5,1,10.5,3
102602,1,2006,7,1,10.5,3
102901,0,1997,9,0,11.5,1
102901,1,1998,9,0,11.5,1
102901,2,1999,9,0,11.5,2
102901,3,2000,8,0,11.5,3
102901,4,2001,8,0,11.5,3
102901,5,2002,9,0,11.5,3
103301,0,2004,6,0,10.5,1
103301,1,2005,7,0,10.5,1
103301,2,2006,5,0,10.5,1
103801,0,1989,5,1,9,1
103801,1,1990,3,1,9,1
103801,2,1991,5,1,9,1
103801,3,1992,1,1,9,1
103801,4,1993,2,1,9,2
103801,5,1994,0,1,9,3
104701,0,1986,6,0,10.5,1
104701,1,1987,4,0,10.5,1
104701,2,1988,5,0,10.5,1
104701,3,1989,5,0,10.5,2
104701,4,1990,8,0,10.5,3
104701,5,1991,8,0,10.5,3
105201,0,1993,0,0,9,3
105201,1,1994,3,0,9,3
105201,2,1995,0,0,9,3
105201,3,1996,4,0,9,3
105201,4,1997,4,0,9,3
105201,5,1998,3,0,9,3
105401,0,1985,10,0,10.5,1
105401,1,1986,7,0,10.5,1
105401,2,1987,7,0,10.5,1
105401,3,1988,4,0,10.5,1
105401,4,1989,10,0,10.5,1
105401,5,1990,6,0,10.5,3
105902,0,1987,7,0,11.5,3
105902,1,1988,2,0,11.5,2
105902,2,1989,6,0,11.5,2
105902,3,1990,5,0,11.5,1
105902,4,1991,7,0,11.5,2
105902,5,1992,4,0,11.5,2
106701,0,1997,7,1,10,1
106701,1,1998,6,1,10,1
106701,2,1999,7,1,10,1
106701,3,2000,7,1,10,1
106901,0,2005,8,0,13,1
106901,1,2006,7,0,13,1
107201,0,1993,3,0,18,1
107201,1,1994,3,0,18,1
107201,2,1995,6,0,18,1
107201,3,1996,7,0,18,1
107201,4,1997,8,0,18,1
107201,5,1998,6,0,18,1
108001,0,1992,7,0,9,1
108001,1,1993,8,0,9,2
108001,2,1994,8,0,9,3
108001,3,1995,8,0,9,3
108001,4,1996,8,0,9,3
108001,5,1997,8,0,9,3
108201,0,2002,9,1,18,2
108201,1,2003,7,1,18,1
108201,2,2004,6,1,18,2
108201,3,2005,8,1,18,1
108201,4,2006,3,1,18,2
108801,0,2003,7,1,10.5,1
108801,1,2004,7,1,10.5,2
108801,2,2005,8,1,10.5,3
108801,3,2006,6,1,10.5,3
110601,0,2001,8,0,10.5,1
110601,1,2002,3,0,10.5,3
110601,2,2003,8,0,10.5,3
110601,3,2004,4,0,10.5,3
110601,4,2005,6,0,10.5,3
110601,5,2006,7,0,10.5,3
110801,0,2002,5,0,10.5,1
110801,1,2003,5,0,10.5,1
110801,2,2004,6,0,10.5,1
110801,3,2005,3,0,10.5,1
110801,4,2006,4,0,10.5,1
111101,0,1999,8,0,10.5,2
111101,1,2000,8,0,10.5,1
111101,2,2001,7,0,10.5,3
111101,3,2002,6,0,10.5,3
111101,4,2003,8,0,10.5,3
111101,5,2004,8,0,10.5,3
111201,0,1990,4,1,10.5,3
111201,1,1991,3,1,10.5,3
111201,2,1992,6,1,10.5,3
111201,3,1993,2,1,10.5,3
111201,4,1994,2,1,10.5,3
111201,5,1995,2,1,10.5,3
111701,0,1992,7,0,10.5,1
111701,1,1993,6,0,10.5,1
111701,2,1994,6,0,10.5,2
111701,3,1995,8,0,10.5,3
111701,4,1996,6,0,10.5,3
111701,5,1997,7,0,10.5,3
112801,0,1999,3,0,10.5,1
112801,1,2000,7,0,10.5,1
112801,2,2001,6,0,10.5,1
112801,3,2002,10,0,10.5,1
112801,4,2003,7,0,10.5,1
112801,5,2004,8,0,10.5,1
113101,0,1984,5,0,11.5,1
113101,1,1985,6,0,11.5,1
113101,2,1986,5,0,11.5,1
113101,3,1987,8,0,11.5,1
113101,4,1988,5,0,11.5,1
113101,5,1989,5,0,11.5,1
113301,0,1985,5,0,9,1
113301,1,1986,3,0,9,2
113301,2,1987,5,0,9,1
113301,3,1988,3,0,9,2
113501,0,1994,3,0,9,1
113501,1,1995,6,0,9,3
113501,2,1996,3,0,9,3
113501,3,1997,2,0,9,3
113501,4,1998,3,0,9,3
113501,5,1999,4,0,9,3
114001,0,1986,1,0,10.5,1
114001,1,1987,6,0,10.5,1
114001,2,1988,8,0,10.5,3
114001,3,1989,6,0,10.5,3
114001,4,1990,5,0,10.5,3
114001,5,1991,5,0,10.5,3
114101,0,1988,8,0,10.5,1
114101,1,1989,8,0,10.5,1
114101,2,1990,9,0,10.5,1
114101,3,1991,8,0,10.5,1
114101,4,1992,8,0,10.5,1
114101,5,1993,8,0,10.5,1
114301,0,1986,8,1,10,3
114301,1,1987,9,1,10,3
114301,2,1988,8,1,10,3
114301,3,1989,8,1,10,3
114301,4,1990,8,1,10,3
114301,5,1991,7,1,10,3
115001,0,1996,1,0,10.5,1
115001,1,1997,1,0,10.5,1
115001,2,1998,3,0,10.5,1
115001,3,1999,5,0,10.5,1
115001,4,2000,5,0,10.5,1
115001,5,2001,4,0,10.5,3
115702,0,1996,5,1,10.5,1
115702,1,1997,5,1,10.5,1
115702,2,1998,4,1,10.5,2
115702,3,1999,6,1,10.5,1
115702,4,2000,7,1,10.5,1
115702,5,2001,7,1,10.5,2
115901,0,1985,10,0,18,1
115901,1,1986,10,0,18,1
115901,2,1987,7,0,18,1
115901,3,1988,10,0,18,1
115901,4,1989,10,0,18,1
116801,0,1992,5,1,10.5,2
116801,1,1993,6,1,10.5,2
116801,2,1994,8,1,10.5,2
116801,3,1995,5,1,10.5,2
116801,4,1996,5,1,10.5,2
116801,5,1997,5,1,10.5,2
117701,0,1993,7,0,10.5,1
117701,1,1994,8,0,10.5,1
117701,2,1995,8,0,10.5,1
117701,4,1997,5,0,10.5,1
117701,5,1998,8,0,10.5,1
118201,0,1986,6,0,11.5,1
118201,1,1987,6,0,11.5,1
118201,2,1988,6,0,11.5,1
118201,3,1989,7,0,11.5,1
118201,4,1990,5,0,11.5,1
118201,5,1991,5,0,11.5,1
118701,0,1990,8,0,10.5,1
118701,1,1991,8,0,10.5,1
118701,2,1992,8,0,10.5,1
118701,3,1993,8,0,10.5,3
119101,0,2004,4,0,11,1
119101,2,2006,5,0,11,1
120401,0,1994,8,0,15,1
120401,1,1995,8,0,15,1
120401,2,1996,8,0,15,1
120401,3,1997,9,0,15,1
122601,0,1984,5,0,10.5,1
122601,1,1985,3,0,10.5,1
122601,2,1986,2,0,10.5,2
122601,3,1987,3,0,10.5,2
122601,4,1988,5,0,10.5,2
122601,5,1989,5,0,10.5,3
124001,0,1989,9,0,18,1
124001,1,1990,9,0,18,1
124001,2,1991,9,0,18,1
124001,3,1992,9,0,18,1
124201,0,1984,8,1,11.5,3
124201,1,1985,7,1,11.5,3
124201,2,1986,5,1,11.5,3
124201,3,1987,5,1,11.5,3
124201,4,1988,5,1,11.5,3
124201,5,1989,3,1,11.5,3
124401,0,1993,4,0,13,1
124401,1,1994,4,0,13,1
124401,2,1995,5,0,13,2
124401,3,1996,6,0,13,1
124401,4,1997,7,0,13,1
124401,5,1998,6,0,13,1
125703,0,1985,5,0,10.5,1
125703,1,1986,10,0,10.5,3
125901,0,2001,7,0,11.5,1
125901,1,2002,6,0,11.5,1
125901,2,2003,6,0,11.5,1
125901,3,2004,7,0,11.5,1
125901,4,2005,5,0,11.5,1
125901,5,2006,6,0,11.5,1
126201,0,1999,4,0,11.5,1
126201,1,2000,5,0,11.5,1
126201,3,2002,5,0,11.5,3
126201,4,2003,5,0,11.5,3
126201,5,2004,4,0,11.5,3
126202,0,2004,6,1,10.5,1
126202,1,2005,5,1,10.5,1
126202,2,2006,6,1,10.5,1
127201,0,1993,5,0,10,2
127201,1,1994,5,0,10,1
127201,2,1995,5,0,10,1
127201,3,1996,5,0,10,2
127201,4,1997,5,0,10,1
127201,5,1998,6,0,10,2
127801,0,1992,10,0,10.5,1
127801,1,1993,10,0,10.5,1
127801,2,1994,9,0,10.5,1
127801,3,1995,10,0,10.5,1
127801,4,1996,9,0,10.5,2
127801,5,1997,9,0,10.5,2
128001,0,1989,6,0,10.5,1
128001,1,1990,3,0,10.5,1
128001,2,1991,5,0,10.5,1
128001,3,1992,5,0,10.5,1
128001,4,1993,2,0,10.5,1
128001,5,1994,1,0,10.5,1
128502,0,2002,6,0,10.5,1
128502,1,2003,4,0,10.5,1
128502,2,2004,5,0,10.5,2
128502,3,2005,5,0,10.5,1
128502,4,2006,4,0,10.5,1
128601,0,1985,5,0,10.5,1
128601,1,1986,2,0,10.5,1
128601,2,1987,1,0,10.5,1
128601,3,1988,2,0,10.5,1
128601,4,1989,0,0,10.5,2
129101,0,2001,8,0,9,1
129101,1,2002,5,0,9,1
129101,2,2003,8,0,9,1
129101,3,2004,4,0,9,2
129101,4,2005,7,0,9,3
129701,0,1994,8,0,10.5,2
129701,1,1995,6,0,10.5,3
129701,2,1996,5,0,10.5,3
129701,3,1997,6,0,10.5,3
129701,4,1998,5,0,10.5,3
129701,5,1999,5,0,10.5,3
130001,0,1997,6,0,10.5,1
130001,1,1998,6,0,10.5,1
130001,2,1999,5,0,10.5,1
130001,3,2000,6,0,10.5,2
130001,4,2001,6,0,10.5,3
130001,5,2002,8,0,10.5,3
130201,0,1985,6,0,11,1
130201,1,1986,9,0,11,1
130201,2,1987,7,0,11,1
130201,3,1988,5,0,11,1
130201,4,1989,3,0,11,1
130201,5,1990,7,0,11,1
130301,0,2004,3,0,11.5,1
130301,1,2005,8,0,11.5,1
130301,2,2006,8,0,11.5,1
130501,0,2004,7,0,11,1
130501,1,2005,7,0,11,1
130501,2,2006,6,0,11,1
131501,0,1994,4,1,11.5,1
131501,1,1995,2,1,11.5,1
131501,2,1996,4,1,11.5,1
131501,3,1997,6,1,11.5,1
131501,4,1998,4,1,11.5,1
131501,5,1999,5,1,11.5,1
131901,0,2001,4,0,10.5,1
131901,1,2002,4,0,10.5,2
131901,2,2003,4,0,10.5,3
131901,3,2004,5,0,10.5,3
131901,4,2005,5,0,10.5,3
131901,5,2006,5,0,10.5,3
132301,0,1988,6,0,18,1
132301,1,1989,8,0,18,1
132301,2,1990,7,0,18,1
132301,3,1991,5,0,18,1
132301,4,1992,5,0,18,1
132301,5,1993,8,0,18,1
132501,0,1996,8,0,15,1
132501,1,1997,9,0,15,1
132501,2,1998,8,0,15,1
132501,3,1999,9,0,15,1
132501,4,2000,9,0,15,2
132501,5,2001,9,0,15,1
132701,0,1987,10,1,15,3
132701,1,1988,10,1,15,3
132701,2,1989,10,1,15,3
132701,3,1990,10,1,15,3
132701,4,1991,10,1,15,3
132701,5,1992,10,1,15,3
133001,0,2004,8,0,18,1
133001,2,2006,8,0,18,1
133101,0,1999,3,0,10.5,1
133101,1,2000,7,0,10.5,1
133101,2,2001,5,0,10.5,3
133101,3,2002,8,0,10.5,3
133101,4,2003,8,0,10.5,3
133101,5,2004,8,0,10.5,3
133201,0,1995,7,0,11,1
133201,1,1996,5,0,11,1
133201,2,1997,8,0,11,1
133201,3,1998,8,0,11,1
133201,4,1999,7,0,11,1
133201,5,2000,8,0,11,1
133501,0,1985,10,0,10.5,1
133501,1,1986,10,0,10.5,1
133501,2,1987,8,0,10.5,1
133501,3,1988,10,0,10.5,1
134201,0,2003,8,1,10.5,1
134201,1,2004,9,1,10.5,1
134201,2,2005,9,1,10.5,1
134201,3,2006,7,1,10.5,1
134801,0,2003,4,0,10.5,1
134801,1,2004,3,0,10.5,1
134801,2,2005,5,0,10.5,1
134801,3,2006,3,0,10.5,1
135301,0,1990,4,0,11,1
135301,1,1991,5,0,11,1
135301,2,1992,5,0,11,2
135301,3,1993,6,0,11,1
135301,4,1994,3,0,11,1
135301,5,1995,3,0,11,2
135601,0,1988,6,0,9,1
135601,1,1989,5,0,9,1
136201,0,1994,5,0,10.5,1
136201,1,1995,6,0,10.5,1
136201,2,1996,7,0,10.5,1
136201,3,1997,5,0,10.5,2
136201,4,1998,9,0,10.5,3
136201,5,1999,6,0,10.5,3
136301,0,1999,8,0,18,2
136301,1,2000,8,0,18,2
136301,2,2001,7,0,18,1
136301,3,2002,7,0,18,1
136301,4,2003,7,0,18,2
136301,5,2004,8,0,18,2
136601,0,1991,5,0,10.5,1
136601,1,1992,6,0,10.5,1
136601,2,1993,5,0,10.5,1
136601,3,1994,5,0,10.5,1
136601,4,1995,5,0,10.5,1
136601,5,1996,7,0,10.5,1
137101,0,2005,7,0,10.5,3
137101,1,2006,2,0,10.5,3
137201,0,2001,5,0,10.5,2
137201,1,2002,8,0,10.5,1
137201,2,2003,8,0,10.5,1
137201,3,2004,8,0,10.5,1
137201,4,2005,7,0,10.5,1
137201,5,2006,8,0,10.5,1
137601,0,1999,7,0,12,2
137601,1,2000,7,0,12,3
137601,2,2001,6,0,12,3
137601,3,2002,7,0,12,3
137601,4,2003,7,0,12,3
137601,5,2004,7,0,12,3
137901,0,1997,6,0,18,1
137901,1,1998,6,0,18,1
137901,2,1999,6,0,18,1
137901,3,2000,7,0,18,1
137901,4,2001,6,0,18,1
137901,5,2002,6,0,18,1
138201,0,1993,7,0,18,1
138201,1,1994,8,0,18,1
138201,2,1995,7,0,18,1
138201,3,1996,8,0,18,2
138201,4,1997,8,0,18,1
138201,5,1998,8,0,18,1
138401,0,1985,7,0,12,1
138401,1,1986,9,0,12,1
138401,2,1987,7,0,12,1
138401,3,1988,6,0,12,1
138401,4,1989,8,0,12,1
138401,5,1990,9,0,12,1
138501,0,1991,6,0,11.5,1
138501,1,1992,7,0,11.5,1
138501,2,1993,6,0,11.5,1
138501,3,1994,5,0,11.5,1
138501,4,1995,7,0,11.5,2
138501,5,1996,7,0,11.5,3
139001,0,1995,6,0,10.5,1
139001,1,1996,8,0,10.5,1
139001,2,1997,7,0,10.5,1
139001,3,1998,7,0,10.5,1
139001,4,1999,7,0,10.5,1
139001,5,2000,8,0,10.5,2
139101,0,1984,6,0,10.5,1
139101,1,1985,4,0,10.5,1
139101,2,1986,3,0,10.5,1
139101,3,1987,4,0,10.5,2
139101,4,1988,3,0,10.5,3
139101,5,1989,4,0,10.5,3
139601,0,2004,8,0,10.5,1
139601,1,2005,9,0,10.5,1
139601,2,2006,8,0,10.5,1
139901,0,1996,6,0,13,2
139901,1,1997,7,0,13,1
139901,2,1998,6,0,13,2
140001,0,1986,9,0,15,1
140001,1,1987,8,0,15,2
140001,3,1989,7,0,15,1
140501,0,1988,8,0,10.5,1
140501,1,1989,9,0,10.5,2
140501,2,1990,7,0,10.5,3
140501,3,1991,6,0,10.5,3
140501,4,1992,9,0,10.5,3
140501,5,1993,9,0,10.5,3
140601,0,1996,8,0,13,1
140601,1,1997,8,0,13,1
140601,2,1998,8,0,13,1
140601,3,1999,7,0,13,1
140601,4,2000,6,0,13,1
140601,5,2001,8,0,13,1
140801,0,1995,9,0,10.5,1
140801,1,1996,8,0,10.5,1
140801,2,1997,2,0,10.5,1
