"id","age55","year","hsat","female","yearsed1","empstat"
140801,3,1998,7,0,10.5,2
140801,4,1999,10,0,10.5,2
140801,5,2000,7,0,10.5,2
141301,0,1984,6,0,10.5,1
141301,1,1985,4,0,10.5,1
141301,2,1986,5,0,10.5,1
141301,3,1987,3,0,10.5,1
141301,4,1988,5,0,10.5,1
141301,5,1989,5,0,10.5,3
141801,0,1985,7,0,10.5,1
141801,1,1986,5,0,10.5,1
141801,2,1987,4,0,10.5,1
141801,3,1988,5,0,10.5,1
141801,4,1989,2,0,10.5,1
141801,5,1990,4,0,10.5,1
142501,0,1997,5,0,9,1
142501,1,1998,0,0,9,1
142501,2,1999,3,0,9,2
142501,3,2000,6,0,9,3
142501,4,2001,6,0,9,3
142501,5,2002,5,0,9,3
142801,0,1995,5,0,10.5,1
142801,1,1996,6,0,10.5,1
142801,2,1997,3,0,10.5,1
142801,3,1998,8,0,10.5,1
142801,4,1999,9,0,10.5,1
142801,5,2000,8,0,10.5,2
142901,0,2001,7,0,12,1
142901,2,2003,8,0,12,1
142901,4,2005,8,0,12,1
143201,0,2001,8,0,10.5,1
143201,1,2002,5,0,10.5,1
143201,2,2003,5,0,10.5,1
143201,3,2004,8,0,10.5,1
143201,4,2005,7,0,10.5,1
143201,5,2006,5,0,10.5,1
143901,0,1984,0,0,11,3
143901,1,1985,5,0,11,3
145101,0,1988,7,0,11,1
145101,1,1989,4,0,11,1
145101,2,1990,6,0,11,1
145101,3,1991,0,0,11,2
145101,4,1992,0,0,11,3
145101,5,1993,0,0,11,3
145302,0,2001,1,1,10.5,3
145302,1,2002,2,1,10.5,3
145302,2,2003,0,1,10.5,3
145302,3,2004,8,1,10.5,3
145302,4,2005,1,1,10.5,3
145302,5,2006,1,1,10.5,3
146201,1,2001,3,1,13,1
146201,2,2002,4,1,13,1
146201,3,2003,7,1,13,3
146201,4,2004,9,1,13,3
147001,0,1986,6,0,10.5,1
147001,1,1987,3,0,10.5,1
147001,2,1988,4,0,10.5,1
147001,3,1989,3,0,10.5,1
147001,4,1990,4,0,10.5,1
147001,5,1991,5,0,10.5,2
147301,0,1986,7,0,11,1
147301,1,1987,3,0,11,1
147301,2,1988,3,0,11,1
147301,3,1989,2,0,11,1
147301,4,1990,2,0,11,2
147301,5,1991,2,0,11,3
147602,0,1996,6,1,15,2
147602,1,1997,6,1,15,2
147602,2,1998,6,1,15,2
147602,3,1999,5,1,15,2
147602,4,2000,6,1,15,2
147602,5,2001,6,1,15,2
148001,0,1990,6,0,10.5,1
148001,1,1991,8,0,10.5,1
148001,2,1992,3,0,10.5,2
148001,3,1993,5,0,10.5,2
148001,4,1994,5,0,10.5,3
148001,5,1995,6,0,10.5,3
148101,0,2004,2,0,18,1
148101,1,2005,8,0,18,1
148101,2,2006,8,0,18,1
148801,0,1991,8,1,10,1
148801,1,1992,9,1,10,1
148801,2,1993,10,1,10,1
148801,3,1994,8,1,10,1
148801,4,1995,8,1,10,1
148801,5,1996,8,1,10,1
149301,0,1998,6,0,14,2
149301,1,1999,7,0,14,2
149301,2,2000,7,0,14,1
149301,3,2001,7,0,14,1
149301,4,2002,8,0,14,1
149301,5,2003,6,0,14,1
151001,0,1986,10,1,18,1
151001,1,1987,8,1,18,1
151001,2,1988,7,1,18,1
151001,3,1989,8,1,18,1
151001,4,1990,8,1,18,1
151001,5,1991,8,1,18,1
151301,0,1990,8,0,18,1
151301,1,1991,7,0,18,2
151301,2,1992,8,0,18,1
151701,0,2003,8,1,18,1
151701,1,2004,8,1,18,1
151701,2,2005,8,1,18,1
152601,0,1988,6,0,10.5,1
152601,1,1989,6,0,10.5,1
152601,2,1990,6,0,10.5,1
152601,3,1991,5,0,10.5,1
152601,4,1992,7,0,10.5,1
152601,5,1993,8,0,10.5,1
152801,0,1987,1,1,9,3
152801,1,1988,3,1,9,3
152801,2,1989,5,1,9,3
152801,3,1990,2,1,9,3
152801,4,1991,1,1,9,3
152801,5,1992,0,1,9,3
152901,0,1993,5,0,9,1
152901,1,1994,2,0,9,1
152901,2,1995,3,0,9,1
152901,3,1996,4,0,9,3
152901,4,1997,4,0,9,3
152901,5,1998,4,0,9,3
153001,0,1997,5,0,9,1
153001,1,1998,5,0,9,1
153001,2,1999,6,0,9,1
153301,0,1995,10,0,10.5,1
153301,1,1996,8,0,10.5,2
153301,2,1997,6,0,10.5,3
153301,3,1998,6,0,10.5,3
153301,4,1999,7,0,10.5,3
153301,5,2000,7,0,10.5,3
153401,0,2000,5,0,11.5,1
153401,1,2001,7,0,11.5,2
153401,2,2002,8,0,11.5,3
153401,3,2003,8,0,11.5,3
153401,4,2004,6,0,11.5,3
153401,5,2005,8,0,11.5,3
153701,0,1994,1,0,18,1
153701,1,1995,3,0,18,1
153701,2,1996,2,0,18,1
153701,3,1997,4,0,18,1
153701,4,1998,1,0,18,1
153701,5,1999,3,0,18,1
154101,0,2001,6,0,14,1
154101,1,2002,5,0,14,1
154101,2,2003,6,0,14,1
154101,3,2004,8,0,14,2
154101,4,2005,7,0,14,3
154101,5,2006,7,0,14,3
154201,0,1991,6,0,9,1
154201,1,1992,7,0,9,1
154201,2,1993,7,0,9,1
154201,3,1994,8,0,9,1
154201,4,1995,6,0,9,1
154201,5,1996,8,0,9,3
154301,0,1989,5,1,10.5,3
154301,1,1990,2,1,10.5,3
154301,2,1991,3,1,10.5,3
154301,3,1992,7,1,10.5,3
154301,4,1993,5,1,10.5,3
154301,5,1994,1,1,10.5,3
154703,0,2005,2,0,18,1
154703,1,2006,1,0,18,1
155201,0,2004,6,0,12,1
155201,1,2005,7,0,12,1
155201,2,2006,5,0,12,1
156001,0,1991,10,0,10.5,1
156001,1,1992,10,0,10.5,1
156001,2,1993,10,0,10.5,1
156001,3,1994,10,0,10.5,3
156001,4,1995,9,0,10.5,3
156001,5,1996,5,0,10.5,3
156201,0,1997,7,0,10.5,1
156201,1,1998,7,0,10.5,1
156201,2,1999,8,0,10.5,1
156901,1,1986,8,1,9,3
156901,2,1987,6,1,9,3
156901,3,1988,6,1,9,3
156901,4,1989,5,1,9,3
156901,5,1990,7,1,9,3
157201,0,1992,7,0,10.5,1
157201,1,1993,7,0,10.5,1
157201,2,1994,10,0,10.5,3
157201,3,1995,9,0,10.5,3
157201,4,1996,9,0,10.5,3
157201,5,1997,9,0,10.5,3
157401,0,1989,6,0,11,1
157401,1,1990,4,0,11,1
157401,2,1991,6,0,11,1
157401,3,1992,8,0,11,2
157401,4,1993,7,0,11,3
157401,5,1994,6,0,11,3
157601,0,1984,5,0,9,1
157601,1,1985,6,0,9,1
157601,2,1986,8,0,9,1
157601,3,1987,5,0,9,1
157601,4,1988,8,0,9,1
157601,5,1989,8,0,9,1
157901,0,1993,7,0,10.5,1
157901,1,1994,7,0,10.5,1
158301,0,1987,5,0,9,1
158301,1,1988,4,0,9,1
159501,0,1985,5,0,11,1
159501,1,1986,6,0,11,1
159501,2,1987,5,0,11,3
159501,3,1988,5,0,11,3
159501,4,1989,6,0,11,3
159501,5,1990,5,0,11,3
159901,0,1989,5,0,11.5,1
159901,1,1990,6,0,11.5,1
159901,2,1991,5,0,11.5,1
159901,3,1992,5,0,11.5,1
159901,4,1993,5,0,11.5,1
159901,5,1994,5,0,11.5,2
161001,0,2004,7,0,11,1
161001,1,2005,6,0,11,1
161001,2,2006,6,0,11,1
161401,0,1992,4,0,9,1
161401,1,1993,0,0,9,1
161401,2,1994,4,0,9,2
161401,3,1995,5,0,9,1
161401,4,1996,3,0,9,1
161401,5,1997,3,0,9,1
161601,0,1994,5,0,11,3
161601,1,1995,5,0,11,3
161601,2,1996,3,0,11,3
161601,3,1997,5,0,11,3
161601,4,1998,5,0,11,3
161601,5,1999,5,0,11,3
161801,0,1992,5,0,11,1
161801,1,1993,7,0,11,1
161801,2,1994,5,0,11,1
161801,3,1995,5,0,11,1
161801,4,1996,5,0,11,1
161801,5,1997,4,0,11,1
161901,0,1990,9,0,18,1
161901,1,1991,9,0,18,1
161901,2,1992,7,0,18,1
161901,3,1993,6,0,18,1
161901,4,1994,8,0,18,1
161901,5,1995,9,0,18,1
161902,0,2001,10,1,18,1
161902,1,2002,10,1,18,1
161902,2,2003,10,1,18,1
161902,3,2004,9,1,18,1
161902,4,2005,10,1,18,1
162001,0,1986,4,0,11.5,2
162001,1,1987,6,0,11.5,1
162001,2,1988,6,0,11.5,1
162001,3,1989,8,0,11.5,1
162001,4,1990,7,0,11.5,1
162001,5,1991,8,0,11.5,1
162301,0,2005,6,0,10.5,1
162301,1,2006,6,0,10.5,1
162401,0,2001,9,0,18,1
162401,1,2002,9,0,18,1
162401,2,2003,9,0,18,1
162401,3,2004,9,0,18,1
162401,4,2005,9,0,18,1
162401,5,2006,10,0,18,1
162604,0,2002,6,1,15,1
162604,1,2003,3,1,15,1
162604,3,2005,2,1,15,2
163001,0,1994,7,0,10.5,3
163001,1,1995,6,0,10.5,3
163001,2,1996,4,0,10.5,3
163001,3,1997,5,0,10.5,3
163001,4,1998,7,0,10.5,3
163001,5,1999,7,0,10.5,3
163301,0,2001,9,0,12,1
163301,1,2002,9,0,12,1
163301,2,2003,9,0,12,1
163301,3,2004,9,0,12,1
163301,4,2005,9,0,12,1
163301,5,2006,9,0,12,1
163501,0,1993,7,0,14,3
163501,1,1994,8,0,14,2
163501,2,1995,8,0,14,2
163501,3,1996,8,0,14,2
163501,4,1997,9,0,14,3
163501,5,1998,8,0,14,2
164301,0,1995,7,0,14.5,1
164301,1,1996,9,0,14.5,1
164301,2,1997,7,0,14.5,1
164301,3,1998,6,0,14.5,1
164301,4,1999,4,0,14.5,1
164301,5,2000,6,0,14.5,2
164401,0,1984,10,1,9,1
164401,1,1985,6,1,9,1
164401,2,1986,8,1,9,1
164401,3,1987,8,1,9,1
164401,4,1988,8,1,9,1
164401,5,1989,8,1,9,1
165101,0,1985,4,0,14,1
165101,1,1986,3,0,14,1
165101,2,1987,5,0,14,1
165101,3,1988,2,0,14,1
165101,4,1989,8,0,14,1
165101,5,1990,3,0,14,1
165201,0,1992,8,1,18,2
165201,1,1993,9,1,18,2
165201,2,1994,8,1,18,1
165201,3,1995,9,1,18,2
165201,4,1996,9,1,18,1
165201,5,1997,8,1,18,1
165902,0,2001,3,1,10.5,2
165902,1,2002,7,1,10.5,2
165902,2,2003,2,1,10.5,2
165902,3,2004,7,1,10.5,2
165902,4,2005,3,1,10.5,1
166101,0,1992,8,0,10.5,1
166101,1,1993,7,0,10.5,1
166101,2,1994,3,0,10.5,1
166101,3,1995,7,0,10.5,1
166101,4,1996,7,0,10.5,1
166101,5,1997,3,0,10.5,1
166401,0,1994,9,0,10.5,1
166401,1,1995,8,0,10.5,1
166401,2,1996,8,0,10.5,1
166401,3,1997,8,0,10.5,1
166401,4,1998,8,0,10.5,1
166401,5,1999,8,0,10.5,1
166601,0,1999,8,0,9,1
166601,1,2000,8,0,9,1
166601,2,2001,8,0,9,1
166601,3,2002,8,0,9,3
166601,4,2003,9,0,9,3
166601,5,2004,8,0,9,3
166801,0,2004,8,0,18,1
166801,1,2005,8,0,18,1
166801,2,2006,8,0,18,1
167001,0,1994,9,0,16,1
167001,1,1995,9,0,16,1
167001,2,1996,9,0,16,1
167001,3,1997,9,0,16,1
167001,4,1998,8,0,16,1
167001,5,1999,8,0,16,1
167201,0,1998,8,0,11,1
167201,1,1999,8,0,11,1
167201,2,2000,8,0,11,1
167201,3,2001,9,0,11,1
167201,4,2002,9,0,11,1
167201,5,2003,9,0,11,1
167301,0,1994,9,0,18,1
167301,1,1995,9,0,18,1
167301,2,1996,9,0,18,1
167301,3,1997,8,0,18,1
167301,4,1998,9,0,18,1
167301,5,1999,7,0,18,3
168001,0,1996,5,0,10.5,1
168001,1,1997,5,0,10.5,1
168001,2,1998,5,0,10.5,1
168001,3,1999,5,0,10.5,2
168001,4,2000,4,0,10.5,2
168001,5,2001,6,0,10.5,3
168201,0,1985,5,1,10.5,1
168201,1,1986,5,1,10.5,1
168201,2,1987,5,1,10.5,1
168201,3,1988,3,1,10.5,1
168201,4,1989,4,1,10.5,1
168201,5,1990,4,1,10.5,1
168501,0,1995,7,0,11,1
168501,1,1996,7,0,11,1
168501,2,1997,8,0,11,1
168501,3,1998,7,0,11,1
168501,4,1999,10,0,11,1
168501,5,2000,8,0,11,1
168602,0,2001,7,1,9,3
168602,1,2002,8,1,9,3
168602,2,2003,7,1,9,3
168602,3,2004,7,1,9,3
168602,4,2005,6,1,9,3
168602,5,2006,5,1,9,3
169501,0,1984,7,0,9,1
169501,1,1985,8,0,9,1
169501,2,1986,6,0,9,1
169501,3,1987,5,0,9,1
169501,4,1988,7,0,9,1
169501,5,1989,9,0,9,1
169502,0,1996,7,1,12,2
169502,1,1997,6,1,12,2
169502,2,1998,6,1,12,2
169502,3,1999,5,1,12,2
169502,4,2000,4,1,12,2
169601,0,1998,5,1,11.5,1
169601,1,1999,4,1,11.5,1
169601,2,2000,4,1,11.5,1
169601,3,2001,5,1,11.5,1
169601,4,2002,6,1,11.5,1
169601,5,2003,6,1,11.5,1
169701,0,1993,0,0,10.5,2
169701,1,1994,7,0,10.5,3
169701,2,1995,8,0,10.5,1
169701,3,1996,5,0,10.5,1
169701,4,1997,5,0,10.5,1
169701,5,1998,5,0,10.5,1
169901,0,1993,6,0,9,1
169901,1,1994,7,0,9,1
169901,2,1995,5,0,9,1
169901,3,1996,5,0,9,1
169901,4,1997,8,0,9,1
169901,5,1998,7,0,9,1
170001,0,1999,6,0,10.5,2
170001,1,2000,4,0,10.5,2
170001,2,2001,5,0,10.5,2
170001,3,2002,5,0,10.5,3
170001,4,2003,5,0,10.5,3
170001,5,2004,6,0,10.5,3
170201,0,1989,0,0,10.5,3
170201,1,1990,5,0,10.5,3
170201,2,1991,3,0,10.5,3
170201,3,1992,5,0,10.5,3
170201,4,1993,4,0,10.5,3
170201,5,1994,5,0,10.5,3
170601,0,1995,5,0,11.5,1
170601,1,1996,3,0,11.5,1
170601,2,1997,2,0,11.5,1
170601,3,1998,3,0,11.5,1
170601,4,1999,1,0,11.5,2
170601,5,2000,2,0,11.5,2
170701,0,1997,5,0,14.5,1
170701,1,1998,3,0,14.5,2
170701,2,1999,3,0,14.5,1
170701,3,2000,3,0,14.5,2
170701,4,2001,2,0,14.5,3
170701,5,2002,3,0,14.5,3
170801,0,1985,7,0,10.5,1
170801,1,1986,8,0,10.5,1
170801,2,1987,4,0,10.5,1
170801,3,1988,1,0,10.5,3
170801,4,1989,8,0,10.5,3
170801,5,1990,7,0,10.5,3
171001,0,1986,6,1,18,1
171001,1,1987,8,1,18,1
171001,2,1988,8,1,18,1
171001,3,1989,8,1,18,1
171001,5,1991,8,1,18,2
171301,0,1994,8,0,11.5,1
171301,1,1995,9,0,11.5,1
171301,2,1996,8,0,11.5,1
171301,3,1997,8,0,11.5,1
171301,4,1998,9,0,11.5,1
171301,5,1999,7,0,11.5,1
171701,0,1984,6,0,10.5,1
171701,1,1985,5,0,10.5,1
171701,2,1986,4,0,10.5,1
171701,3,1987,7,0,10.5,1
171701,4,1988,3,0,10.5,1
171701,5,1989,5,0,10.5,1
172001,0,1999,3,0,10.5,2
172001,1,2000,3,0,10.5,2
172001,2,2001,3,0,10.5,1
172001,3,2002,3,0,10.5,2
172001,4,2003,4,0,10.5,2
172001,5,2004,7,0,10.5,2
172101,0,1987,5,1,9,2
172101,1,1988,5,1,9,1
172801,0,1984,0,0,10.5,3
172801,1,1985,0,0,10.5,3
172801,2,1986,5,0,10.5,3
172801,3,1987,7,0,10.5,3
172801,4,1988,5,0,10.5,3
172801,5,1989,3,0,10.5,3
172902,0,1992,10,1,10.5,2
172902,1,1993,8,1,10.5,2
172902,2,1994,8,1,10.5,2
172902,3,1995,8,1,10.5,2
172902,4,1996,8,1,10.5,2
172902,5,1997,10,1,10.5,2
173401,0,2004,3,0,13,1
173401,1,2005,8,0,13,1
173401,2,2006,7,0,13,1
173501,0,1996,8,1,18,1
173501,1,1997,9,1,18,1
173501,2,1998,7,1,18,2
173501,3,1999,6,1,18,1
173501,4,2000,8,1,18,1
173501,5,2001,7,1,18,1
173601,0,1991,6,0,10.5,1
173601,1,1992,5,0,10.5,1
173601,2,1993,7,0,10.5,1
173601,3,1994,8,0,10.5,1
173601,4,1995,7,0,10.5,2
173601,5,1996,8,0,10.5,3
173801,0,1999,2,0,10.5,1
173801,1,2000,9,0,10.5,1
173801,3,2002,9,0,10.5,1
173801,4,2003,9,0,10.5,1
173801,5,2004,6,0,10.5,1
173901,0,2003,8,1,11,2
173901,1,2004,3,1,11,3
173901,2,2005,8,1,11,3
173901,3,2006,8,1,11,3
174201,0,2001,9,0,15,1
174201,1,2002,9,0,15,1
174201,2,2003,9,0,15,1
174201,3,2004,9,0,15,1
174201,4,2005,9,0,15,1
174201,5,2006,9,0,15,1
174302,0,2004,6,1,10.5,3
174302,1,2005,7,1,10.5,3
174302,2,2006,5,1,10.5,3
174501,0,2003,4,0,10.5,1
174501,1,2004,4,0,10.5,1
174501,2,2005,4,0,10.5,1
174501,3,2006,4,0,10.5,1
174601,0,1986,4,0,11,2
174601,1,1987,6,0,11,1
174601,2,1988,3,0,11,1
174601,3,1989,6,0,11,1
174601,4,1990,6,0,11,2
175001,0,1994,8,0,11,1
175001,1,1995,8,0,11,2
175001,2,1996,8,0,11,1
175001,3,1997,8,0,11,1
175001,4,1998,8,0,11,1
175001,5,1999,6,0,11,1
175401,0,1995,3,1,9,3
175401,1,1996,4,1,9,3
175401,2,1997,2,1,9,3
175401,3,1998,5,1,9,3
175401,4,1999,6,1,9,3
175401,5,2000,5,1,9,3
175801,0,1985,3,1,10.5,3
175801,1,1986,8,1,10.5,3
175801,2,1987,6,1,10.5,3
175801,3,1988,8,1,10.5,3
175801,4,1989,4,1,10.5,3
175801,5,1990,5,1,10.5,3
176301,0,1991,9,0,11.5,1
176301,1,1992,9,0,11.5,1
176301,2,1993,7,0,11.5,1
176301,3,1994,8,0,11.5,1
176301,4,1995,9,0,11.5,1
176301,5,1996,7,0,11.5,2
176601,0,1989,0,0,10.5,1
176601,1,1990,3,0,10.5,1
176601,2,1991,5,0,10.5,1
176601,3,1992,4,0,10.5,1
176601,4,1993,5,0,10.5,1
176601,5,1994,5,0,10.5,2
176801,0,1987,2,0,10.5,1
176801,1,1988,3,0,10.5,1
176801,2,1989,5,0,10.5,1
176801,3,1990,2,0,10.5,1
176801,4,1991,3,0,10.5,1
176801,5,1992,2,0,10.5,2
177001,0,2003,6,0,10.5,1
177001,1,2004,5,0,10.5,1
177001,2,2005,5,0,10.5,1
177001,3,2006,6,0,10.5,1
177201,0,2001,5,1,10.5,1
177201,1,2002,9,1,10.5,1
177201,2,2003,5,1,10.5,1
177201,3,2004,6,1,10.5,1
177201,4,2005,5,1,10.5,1
177201,5,2006,6,1,10.5,1
177601,0,2003,3,0,10.5,3
177601,1,2004,3,0,10.5,3
177601,2,2005,3,0,10.5,3
177601,3,2006,5,0,10.5,3
178201,0,1985,5,0,11.5,1
178201,1,1986,2,0,11.5,1
178201,2,1987,1,0,11.5,1
178201,3,1988,0,0,11.5,1
178401,0,2004,3,0,9,3
178401,1,2005,3,0,9,3
178401,2,2006,3,0,9,3
178701,0,2004,7,0,7,2
178701,1,2005,5,0,7,1
178701,2,2006,4,0,7,2
178801,0,1985,5,0,10.5,1
178801,1,1986,4,0,10.5,1
178801,2,1987,6,0,10.5,1
178801,3,1988,7,0,10.5,1
178801,4,1989,4,0,10.5,1
178801,5,1990,5,0,10.5,1
179401,0,2002,5,0,11,1
179401,1,2003,4,0,11,1
179401,2,2004,6,0,11,1
179401,3,2005,2,0,11,1
179401,4,2006,4,0,11,1
181301,0,1993,8,0,10.5,1
181301,1,1994,6,0,10.5,1
181401,0,2002,7,0,18,1
181401,1,2003,7,0,18,1
181401,2,2004,9,0,18,1
181401,4,2006,7,0,18,1
182001,0,2002,5,0,15,2
182001,1,2003,5,0,15,3
182001,2,2004,6,0,15,3
182001,3,2005,6,0,15,3
182001,4,2006,6,0,15,3
182401,0,1989,7,0,11.5,1
182401,1,1990,8,0,11.5,1
182401,2,1991,8,0,11.5,1
182401,3,1992,8,0,11.5,1
182401,4,1993,7,0,11.5,1
182401,5,1994,7,0,11.5,1
183501,0,1995,7,1,11,2
183501,1,1996,0,1,11,1
183501,2,1997,8,1,11,1
183501,3,1998,7,1,11,1
183501,4,1999,8,1,11,1
183501,5,2000,8,1,11,2
183601,0,1987,5,0,10.5,1
183601,1,1988,1,0,10.5,1
183601,2,1989,2,0,10.5,1
183601,3,1990,4,0,10.5,1
183601,4,1991,3,0,10.5,1
183601,5,1992,4,0,10.5,3
184202,0,2003,8,1,11.5,2
184202,1,2004,6,1,11.5,2
184202,2,2005,7,1,11.5,2
184202,3,2006,5,1,11.5,2
185701,0,2001,7,0,11,1
185701,1,2002,8,0,11,1
185701,2,2003,8,0,11,1
185701,3,2004,7,0,11,1
185701,4,2005,4,0,11,1
185701,5,2006,5,0,11,1
185801,0,2004,6,0,11,2
185801,1,2005,6,0,11,1
185801,2,2006,7,0,11,3
186001,0,1994,0,0,10.5,1
186001,1,1995,8,0,10.5,1
186001,2,1996,7,0,10.5,1
186001,3,1997,5,0,10.5,1
186001,4,1998,5,0,10.5,1
186001,5,1999,8,0,10.5,1
186101,0,1985,10,1,10.5,3
186101,1,1986,8,1,10.5,3
186101,2,1987,5,1,10.5,3
186101,3,1988,10,1,10.5,3
186101,4,1989,6,1,10.5,3
186101,5,1990,5,1,10.5,3
186801,0,1994,7,0,10.5,1
186801,1,1995,7,0,10.5,1
186801,2,1996,6,0,10.5,1
186801,3,1997,8,0,10.5,1
186801,4,1998,7,0,10.5,1
186801,5,1999,6,0,10.5,3
186901,0,2004,7,0,9,2
186901,1,2005,8,0,9,2
186901,2,2006,7,0,9,2
187201,0,1991,7,0,11,1
187201,1,1992,6,0,11,2
187201,2,1993,7,0,11,1
187201,3,1994,5,0,11,1
187201,4,1995,4,0,11,1
187401,0,2005,8,0,16,1
187401,1,2006,7,0,16,1
187701,0,1999,5,0,9,1
187701,1,2000,4,0,9,1
187701,2,2001,4,0,9,1
187701,3,2002,7,0,9,1
187701,4,2003,4,0,9,1
187701,5,2004,4,0,9,2
188301,0,1995,1,1,10.5,3
188301,1,1996,4,1,10.5,3
188301,2,1997,2,1,10.5,3
188301,3,1998,3,1,10.5,3
188701,0,2004,8,0,18,2
188701,1,2005,8,0,18,2
188701,2,2006,5,0,18,1
189101,0,1999,8,0,11.5,1
189101,1,2000,8,0,11.5,1
189101,2,2001,9,0,11.5,1
189101,3,2002,8,0,11.5,1
189101,4,2003,8,0,11.5,1
189101,5,2004,9,0,11.5,1
189801,0,1990,5,0,10.5,1
189801,1,1991,7,0,10.5,1
189801,2,1992,5,0,10.5,1
189801,3,1993,6,0,10.5,1
189801,4,1994,6,0,10.5,1
189801,5,1995,5,0,10.5,1
190201,0,2004,5,1,10.5,1
190201,1,2005,5,1,10.5,1
190201,2,2006,5,1,10.5,1
190602,0,2003,8,0,10.5,1
190602,1,2004,6,0,10.5,1
190602,2,2005,7,0,10.5,1
191001,0,1997,5,0,15,1
191001,1,1998,6,0,15,1
191001,2,1999,5,0,15,1
191001,3,2000,5,0,15,1
191001,4,2001,7,0,15,1
191001,5,2002,0,0,15,1
191002,0,2004,3,1,10.5,1
191002,1,2005,8,1,10.5,2
191002,2,2006,6,1,10.5,3
191801,0,1991,8,0,11,1
191801,1,1992,8,0,11,1
192001,0,1992,1,0,18,1
192001,1,1993,2,0,18,1
192001,2,1994,2,0,18,1
192001,3,1995,2,0,18,2
192001,4,1996,3,0,18,3
192001,5,1997,2,0,18,3
192401,0,1993,5,0,11,1
192401,1,1994,5,0,11,1
192401,2,1995,4,0,11,1
192401,3,1996,5,0,11,1
192401,4,1997,5,0,11,1
192401,5,1998,5,0,11,1
193401,0,1987,5,1,18,1
193401,2,1989,5,1,18,1
193401,3,1990,4,1,18,1
193401,4,1991,4,1,18,2
193401,5,1992,5,1,18,2
193601,0,1987,8,0,10.5,1
193601,1,1988,10,0,10.5,1
193601,2,1989,7,0,10.5,1
193601,3,1990,8,0,10.5,1
193601,4,1991,10,0,10.5,1
193601,5,1992,7,0,10.5,1
193701,0,1987,6,0,10.5,1
193701,1,1988,7,0,10.5,1
193701,2,1989,3,0,10.5,1
193701,3,1990,5,0,10.5,1
193701,4,1991,5,0,10.5,1
193701,5,1992,2,0,10.5,2
194001,0,1987,7,0,9,1
194001,1,1988,9,0,9,1
194001,2,1989,4,0,9,1
194001,3,1990,4,0,9,2
194001,4,1991,4,0,9,2
194001,5,1992,5,0,9,3
194002,0,2004,2,1,10,1
194002,1,2005,3,1,10,1
194002,2,2006,4,1,10,1
194501,0,1989,7,0,12,1
194501,1,1990,5,0,12,1
194501,2,1991,8,0,12,1
194501,3,1992,8,0,12,1
194501,4,1993,7,0,12,1
194501,5,1994,7,0,12,1
194901,0,2001,7,0,10.5,1
194901,1,2002,5,0,10.5,1
194901,2,2003,6,0,10.5,1
194901,3,2004,6,0,10.5,1
194901,4,2005,7,0,10.5,1
194901,5,2006,6,0,10.5,1
195101,0,1995,6,0,15,1
195101,1,1996,6,0,15,1
195101,2,1997,8,0,15,1
195101,3,1998,3,0,15,1
195101,4,1999,4,0,15,1
195101,5,2000,3,0,15,1
195201,0,1986,5,0,10.5,1
195201,1,1987,5,0,10.5,1
195201,2,1988,5,0,10.5,1
195201,3,1989,1,0,10.5,1
195201,4,1990,5,0,10.5,1
195201,5,1991,3,0,10.5,1
195301,0,2003,9,0,10.5,2
195301,1,2004,2,0,10.5,2
195301,2,2005,9,0,10.5,1
195301,3,2006,9,0,10.5,1
195501,0,1997,8,0,10.5,1
195501,1,1998,7,0,10.5,1
195501,2,1999,7,0,10.5,1
195501,3,2000,8,0,10.5,1
195501,4,2001,8,0,10.5,1
195501,5,2002,7,0,10.5,1
195701,0,2004,4,0,11,1
195701,1,2005,8,0,11,1
195701,2,2006,7,0,11,1
196001,0,1996,3,0,10.5,1
196001,1,1997,3,0,10.5,2
196001,2,1998,2,0,10.5,3
196001,3,1999,4,0,10.5,3
196001,4,2000,5,0,10.5,2
196001,5,2001,3,0,10.5,2
196701,0,1990,6,0,10.5,1
196701,1,1991,7,0,10.5,1
196701,2,1992,7,0,10.5,1
196701,3,1993,7,0,10.5,1
196701,4,1994,6,0,10.5,1
196701,5,1995,5,0,10.5,1
197401,0,1998,9,0,10.5,1
197401,1,1999,9,0,10.5,1
197401,2,2000,9,0,10.5,3
197401,3,2001,7,0,10.5,3
197401,4,2002,4,0,10.5,2
197401,5,2003,4,0,10.5,2
197903,0,1995,9,0,11,1
197903,1,1996,9,0,11,1
197903,2,1997,9,0,11,1
197903,3,1998,8,0,11,1
197903,4,1999,7,0,11,1
197903,5,2000,8,0,11,1
200301,0,1987,3,0,11,1
200301,1,1988,7,0,11,1
200301,2,1989,5,0,11,1
200301,3,1990,3,0,11,1
200301,4,1991,4,0,11,1
200301,5,1992,2,0,11,1
200401,0,1990,0,1,11.5,3
200401,1,1991,2,1,11.5,3
200401,2,1992,1,1,11.5,3
200401,3,1993,4,1,11.5,3
200401,4,1994,3,1,11.5,3
200401,5,1995,3,1,11.5,3
201201,0,1990,2,0,10.5,1
201201,1,1991,0,0,10.5,2
201201,2,1992,1,0,10.5,3
201201,3,1993,0,0,10.5,3
201201,4,1994,1,0,10.5,3
201201,5,1995,2,0,10.5,3
202002,0,1997,8,1,10.5,3
202002,1,1998,9,1,10.5,3
202002,2,1999,9,1,10.5,3
202002,3,2000,10,1,10.5,3
202002,4,2001,7,1,10.5,3
202002,5,2002,4,1,10.5,3
202601,0,1990,5,1,11,3
202601,1,1991,7,1,11,3
202601,2,1992,7,1,11,3
202601,3,1993,9,1,11,3
